NCBI Accession,type,proportion,number of bp
NZ_CP014140.1,prokaryote,0.000190346,3806.916917
NZ_CP014141.1,prokaryote,1.79E-05,358.3267759
NZ_CP014143.1,prokaryote,9.99E-05,1997.754979
NZ_CP014144.1,prokaryote,6.65E-05,1330.357491
NZ_CP014145.1,prokaryote,3.03E-05,606.6039662
NZ_CP014148.1,prokaryote,9.48E-05,1895.914737
NZ_CP014154.1,prokaryote,1.24E-05,247.6115678
NZ_CP014158.1,prokaryote,6.55E-05,1310.388816
NZ_CP014159.1,prokaryote,0.000115075,2301.50071
NZ_CP014160.1,prokaryote,8.72E-05,1743.043438
NZ_CP014161.1,prokaryote,0.000111059,2221.182262
NZ_CP014162.1,prokaryote,6.76E-05,1352.766782
NZ_CP014163.1,prokaryote,8.91E-05,1781.649542
NZ_CP014164.1,prokaryote,9.09E-05,1818.480654
NZ_CP014166.1,prokaryote,1.78E-05,356.1080343
NZ_CP014167.1,prokaryote,0.000229163,4583.254619
NZ_CP014168.1,prokaryote,5.73E-05,1145.98006
NZ_CP014170.1,prokaryote,0.000196059,3921.182112
NZ_CP014176.1,prokaryote,0.000601079,12021.58599
NZ_CP014179.1,prokaryote,2.26E-05,452.6232959
NZ_CP014196.1,prokaryote,5.92E-05,1184.364291
NZ_CP014201.1,prokaryote,4.29E-05,857.7655206
NZ_CP014204.1,prokaryote,0.000505585,10111.69318
NZ_CP014206.1,prokaryote,9.41E-05,1881.492916
NZ_CP014207.1,prokaryote,8.65E-05,1730.39661
NZ_CP014209.1,prokaryote,3.46E-05,692.6911421
NZ_CP014214.1,prokaryote,5.47E-05,1093.617758
NZ_CP014215.1,prokaryote,6.73E-06,134.6776179
NZ_CP014222.1,prokaryote,0.000159317,3186.334879
NZ_CP014223.1,prokaryote,0.000314451,6289.023197
NZ_CP014224.1,prokaryote,0.000376986,7539.727863
NZ_CP014225.1,prokaryote,1.03E-06,20.63429731
NZ_CP014226.1,prokaryote,6.85E-05,1369.407344
NZ_CP014227.1,prokaryote,0.000103637,2072.748446
NZ_CP014228.1,prokaryote,2.19E-05,438.6452235
NZ_CP014229.1,prokaryote,0.000138583,2771.652065
NZ_CP014230.1,prokaryote,0.000106,2120.007643
NZ_CP014231.1,prokaryote,0.000174959,3499.177451
NZ_CP014232.1,prokaryote,2.34E-05,467.9326133
NZ_CP014233.1,prokaryote,0.000136308,2726.167861
NZ_CP014234.1,prokaryote,6.93E-05,1386.713529
NZ_CP014239.1,prokaryote,8.09E-05,1618.128283
NZ_CP014241.1,prokaryote,5.25E-05,1050.352295
NZ_CP014250.1,prokaryote,7.78E-06,155.5337894
NZ_CP014252.1,prokaryote,7.38E-06,147.5463195
NZ_CP014255.1,prokaryote,3.27E-05,654.5287857
NZ_CP014256.1,prokaryote,3.40E-05,679.6005664
NZ_CP014257.1,prokaryote,3.19E-05,637.6663492
NZ_CP014259.1,prokaryote,3.21E-05,642.9913292
NZ_CP014260.1,prokaryote,3.28E-05,655.8600307
NZ_CP014261.1,prokaryote,5.61E-06,112.2683273
NZ_CP014262.1,prokaryote,9.05E-05,1809.383813
NZ_CP014263.1,prokaryote,0.000225757,4515.139251
NZ_CP014264.1,prokaryote,0.000104858,2097.154604
NZ_CP014265.1,prokaryote,0.000280393,5607.869512
NZ_CP014267.1,prokaryote,3.37E-06,67.44974606
NZ_CP014268.2,prokaryote,2.45E-06,49.03419039
NZ_CP014269.1,prokaryote,2.10E-06,41.93421712
NZ_CP014270.1,prokaryote,1.08E-06,21.52179397
NZ_CP014272.1,prokaryote,1.52E-06,30.39676056
NZ_CP014274.1,prokaryote,4.00E-05,800.9657344
NZ_CP014275.1,prokaryote,8.91E-05,1782.537039
NZ_CP014279.1,prokaryote,3.90E-05,780.9970596
NZ_CP014281.1,prokaryote,0.000105268,2105.363948
NZ_CP014282.1,prokaryote,0.000112424,2248.472785
NZ_CP014294.1,prokaryote,3.28E-06,65.67475274
NZ_CP014301.1,prokaryote,7.58E-05,1515.17867
NZ_CP014304.1,prokaryote,0.000125647,2512.946789
NZ_CP014306.1,prokaryote,3.80E-05,760.5846365
NZ_CP014307.1,prokaryote,1.93E-05,386.9485432
NZ_CP014313.1,prokaryote,2.52E-05,503.8762279
NZ_CP014314.1,prokaryote,2.68E-06,53.69354785
NZ_CP014316.1,prokaryote,4.93E-06,98.51212911
NZ_CP014322.1,prokaryote,5.04E-05,1007.752456
NZ_CP014323.1,prokaryote,9.22E-05,1843.108686
NZ_CP014326.1,prokaryote,7.88E-05,1576.859688
NZ_CP014327.1,prokaryote,9.85E-05,1970.464456
NZ_CP014332.1,prokaryote,0.000117538,2350.756775
NZ_CP014334.1,prokaryote,0.000138605,2772.095813
NZ_CP014335.1,prokaryote,6.15E-05,1229.182872
NZ_CP014337.1,prokaryote,0.000213998,4279.952636
NZ_CP014340.1,prokaryote,7.52E-05,1504.306836
NZ_CP014341.1,prokaryote,3.71E-06,74.105971
NZ_CP014342.1,prokaryote,8.37E-05,1673.596824
NZ_CP014343.1,prokaryote,4.56E-05,912.3465651
NZ_CP014344.1,prokaryote,1.12E-05,224.5366546
NZ_CP014346.1,prokaryote,3.29E-05,658.0787724
NZ_CP014348.1,prokaryote,1.22E-06,24.40615811
NZ_CP014349.1,prokaryote,8.49E-05,1698.890479
NZ_CP014352.1,prokaryote,1.69E-05,338.3581011
NZ_CP014356.1,prokaryote,1.74E-06,34.83424385
NZ_CP014358.1,prokaryote,2.74E-06,54.80291867
NZ_CP014360.1,prokaryote,8.92E-05,1783.202661
NZ_CP014392.1,prokaryote,3.92E-06,78.32158012
NZ_CP014397.1,prokaryote,3.67E-06,73.4403485
NZ_CP014402.1,prokaryote,4.05E-06,80.9840701
NZ_CP014407.1,prokaryote,3.54E-06,70.77785853
NZ_CP014409.1,prokaryote,4.16E-06,83.20281175
NZ_CP014412.1,prokaryote,4.04E-06,80.76219594
NZ_CP014415.1,prokaryote,3.68E-06,73.66222267
NZ_CP014420.1,prokaryote,3.35E-06,67.00599773
NZ_CP014423.1,prokaryote,3.65E-06,72.99660017
NZ_CP014426.1,prokaryote,4.15E-06,82.98093758
NZ_CP014429.1,prokaryote,3.37E-06,67.44974606
NZ_CP014432.1,prokaryote,4.07E-06,81.42781843
NZ_CP014435.1,prokaryote,3.93E-06,78.54345429
NZ_CP014438.1,prokaryote,3.81E-06,76.10283848
NZ_CP014441.1,prokaryote,3.57E-06,71.44348102
NZ_CP014444.1,prokaryote,4.02E-06,80.31844761
NZ_CP014471.1,prokaryote,1.37E-05,274.90209
NZ_CP014474.1,prokaryote,9.56E-05,1911.445929
NZ_CP014475.1,prokaryote,4.57E-05,913.4559359
NZ_CP014476.1,prokaryote,0.000160803,3216.066017
NZ_CP014477.1,prokaryote,6.35E-05,1270.229593
NZ_CP014485.1,prokaryote,2.61E-05,521.4042869
NZ_CP014486.1,prokaryote,5.07E-05,1013.521184
NZ_CP014488.1,prokaryote,4.29E-06,85.86530172
NZ_CP014495.1,prokaryote,4.46E-06,89.19341419
NZ_CP014497.1,prokaryote,2.31E-06,46.14982625
NZ_CP014504.1,prokaryote,0.000433287,8665.739249
NZ_CP014505.1,prokaryote,3.88E-05,775.8939538
NZ_CP014506.1,prokaryote,3.51E-05,702.8973536
NZ_CP014507.1,prokaryote,1.44E-05,287.5489174
NZ_CP014513.1,prokaryote,3.40E-05,680.0443147
NZ_CP014517.1,prokaryote,6.65E-05,1329.913743
NZ_CP014518.1,prokaryote,3.46E-05,691.5817712
NZ_CP014522.1,prokaryote,3.21E-06,64.12163359
NZ_CP014525.1,prokaryote,6.34E-05,1267.345229
NZ_CP014528.1,prokaryote,2.28E-05,455.7295342
NZ_CP014529.1,prokaryote,1.23E-05,245.3928261
NZ_CP014536.1,prokaryote,2.35E-06,47.03732291
NZ_CP014538.1,prokaryote,9.68E-06,193.6961457
NZ_CP014539.1,prokaryote,7.61E-06,152.205677
NZ_CP014540.1,prokaryote,1.59E-05,318.6113005
NZ_CP014541.1,prokaryote,6.39E-06,127.7995188
NZ_CP014542.1,prokaryote,1.11E-05,221.6522905
NZ_CP014543.1,prokaryote,2.17E-06,43.48733627
NZ_CP014544.1,prokaryote,0.000100198,2003.967455
NZ_CP014545.1,prokaryote,8.83E-05,1766.340225
NZ_CP014546.1,prokaryote,8.20E-05,1639.428203
NZ_CP014566.1,prokaryote,3.85E-06,76.99033514
NZ_CP014568.1,prokaryote,9.12E-05,1823.361885
NZ_CP014578.1,prokaryote,6.08E-05,1216.536045
NZ_CP014579.1,prokaryote,7.86E-05,1571.534708
NZ_CP014583.1,prokaryote,7.00E-06,140.0025979
NZ_CP014595.1,prokaryote,3.57E-05,714.4348102
NZ_CP014596.1,prokaryote,2.27E-05,454.1764151
NZ_CP014606.1,prokaryote,0.000174781,3495.627464
NZ_CP014608.1,prokaryote,0.000116162,2323.244378
NZ_CP014609.1,prokaryote,0.000262799,5255.977087
NZ_CP014610.1,prokaryote,3.57E-05,714.8785585
NZ_CP014611.1,prokaryote,3.39E-05,677.3818247
NZ_CP014616.1,prokaryote,0.000324047,6480.94435
NZ_CP014618.1,prokaryote,2.10E-05,420.8952904
NZ_CP014620.1,prokaryote,1.64E-06,32.83737637
NZ_CP014621.2,prokaryote,3.34E-06,66.78412356
NZ_CP014623.1,prokaryote,2.89E-05,578.6478214
NZ_CP014634.1,prokaryote,3.23E-05,646.76319
NZ_CP014635.1,prokaryote,2.57E-05,513.1949429
NZ_CP014636.1,prokaryote,5.12E-05,1023.505522
NZ_CP014637.1,prokaryote,2.97E-05,593.9571388
NZ_CP014641.1,prokaryote,1.65E-06,33.05925053
NZ_CP014642.1,prokaryote,1.22E-06,24.40615811
NZ_CP014643.1,prokaryote,0.000106511,2130.213855
NZ_CP014646.1,prokaryote,4.69E-05,938.0839682
NZ_CP014647.1,prokaryote,1.83E-06,36.60923717
NZ_CP014657.1,prokaryote,2.11E-06,42.15609129
NZ_CP014659.2,prokaryote,4.03E-06,80.54032177
NZ_CP014661.1,prokaryote,2.27E-06,45.48420376
NZ_CP014663.2,prokaryote,3.44E-06,68.78099104
NZ_CP014664.1,prokaryote,5.85E-06,116.9276848
NZ_CP014665.1,prokaryote,2.39E-06,47.7029454
NZ_CP014666.2,prokaryote,3.61E-06,72.10910351
NZ_CP014667.1,prokaryote,5.41E-06,108.2745924
NZ_CP014671.1,prokaryote,5.60E-05,1120.464532
NZ_CP014672.1,prokaryote,0.000119879,2397.572223
NZ_CP014673.1,prokaryote,0.00011847,2369.394204
NZ_CP014674.1,prokaryote,4.87E-05,973.8057087
NZ_CP014681.1,prokaryote,4.51E-05,901.474731
NZ_CP014687.1,prokaryote,9.90E-05,1980.005045
NZ_CP014689.1,prokaryote,6.28E-05,1256.695269
NZ_CP014691.1,prokaryote,6.11E-05,1222.082899
NZ_CP014692.1,prokaryote,0.000100476,2009.514309
NZ_CP014693.1,prokaryote,6.10E-05,1219.864157
NZ_CP014696.2,prokaryote,1.93E-05,386.9485432
NZ_CP014699.1,prokaryote,0.000145339,2906.773431
NZ_CP014700.1,prokaryote,1.66E-05,331.2581278
NZ_CP014702.1,prokaryote,2.76E-05,551.8010475
NZ_CP014704.1,prokaryote,0.000170799,3415.974639
NZ_CP014705.1,prokaryote,3.27E-05,653.1975408
NZ_CP014742.1,prokaryote,7.51E-06,150.2088095
NZ_CP014744.1,prokaryote,7.63E-06,152.6494253
NZ_CP014750.1,prokaryote,5.37E-05,1074.536579
NZ_CP014754.1,prokaryote,0.00011036,2207.20419
NZ_CP014755.1,prokaryote,2.60E-06,51.91855453
NZ_CP014759.1,prokaryote,1.31E-05,262.0333885
NZ_CP014760.1,prokaryote,1.33E-05,265.8052493
NZ_CP014761.1,prokaryote,3.40E-05,679.156818
NZ_CP014762.1,prokaryote,5.19E-06,103.8371091
NZ_CP014766.1,prokaryote,0.00024121,4824.209962
NZ_CP014768.1,prokaryote,2.72E-06,54.35917034
NZ_CP014771.1,prokaryote,0.000175092,3501.839941
NZ_CP014773.1,prokaryote,0.000322516,6450.325715
NZ_CP014774.1,prokaryote,8.58E-05,1715.531041
NZ_CP014780.1,prokaryote,1.03E-05,205.2336023
NZ_CP014781.1,prokaryote,3.57E-05,714.4348102
NZ_CP014782.1,prokaryote,0.000222196,4443.917644
NZ_CP014783.1,prokaryote,2.65E-05,529.613631
NZ_CP014784.1,prokaryote,5.51E-05,1102.936473
NZ_CP014786.1,prokaryote,7.26E-05,1451.500785
NZ_CP014790.1,prokaryote,5.46E-06,109.162089
NZ_CP014791.1,prokaryote,1.96E-05,391.6079006
NZ_CP014793.1,prokaryote,4.15E-05,830.03125
NZ_CP014794.1,prokaryote,4.90E-05,980.6838078
NZ_CP014795.1,prokaryote,3.33E-05,666.7318648
NZ_CP014796.1,prokaryote,5.84E-05,1167.058106
NZ_CP014805.2,prokaryote,5.67E-05,1134.442604
NZ_CP014806.1,prokaryote,0.000245382,4907.634648
NZ_CP014835.1,prokaryote,0.000150675,3013.494904
NZ_CP014839.1,prokaryote,3.79E-05,758.3658948
NZ_CP014840.1,prokaryote,0.000119035,2380.709787
NZ_CP014841.1,prokaryote,7.48E-05,1496.763115
NZ_CP014842.1,prokaryote,2.87E-05,573.988464
NZ_CP014847.1,prokaryote,8.30E-05,1659.175003
NZ_CP014854.1,prokaryote,4.74E-05,947.6245573
NZ_CP014855.1,prokaryote,7.23E-05,1446.175805
NZ_CP014856.1,prokaryote,0.000107099,2141.973186
NZ_CP014859.1,prokaryote,5.58E-05,1115.361426
NZ_CP014861.1,prokaryote,9.02E-05,1803.171336
NZ_CP014862.1,prokaryote,5.23E-05,1045.914812
NZ_CP014864.1,prokaryote,0.000116151,2323.022504
NZ_CP014865.1,prokaryote,9.00E-05,1800.286972
NZ_CP014866.1,prokaryote,7.33E-06,146.6588228
NZ_CP014867.1,prokaryote,7.06E-05,1412.450932
NZ_CP014869.1,prokaryote,4.77E-05,954.9464047
NZ_CP014870.1,prokaryote,8.82E-05,1763.233987
NZ_CP014872.1,prokaryote,7.25E-05,1450.391414
NZ_CP014873.1,prokaryote,3.42E-05,684.9255463
NZ_CP014881.1,prokaryote,3.13E-05,625.9070185
NZ_CP014890.1,prokaryote,3.02E-05,603.719602
NZ_CP014899.1,prokaryote,3.43E-05,685.813043
NZ_CP014907.1,prokaryote,7.46E-05,1491.881883
NZ_CP014912.1,prokaryote,4.72E-05,943.6308223
NZ_CP014915.1,prokaryote,5.13E-05,1026.833634
NZ_CP014924.1,prokaryote,5.03E-05,1006.864959
NZ_CP014933.1,prokaryote,6.42E-05,1283.763917
NZ_CP014936.1,prokaryote,6.14E-05,1227.186005
NZ_CP014941.1,prokaryote,2.97E-05,594.6227613
NZ_CP014943.1,prokaryote,0.000259648,5192.964824
NZ_CP014944.1,prokaryote,0.000253469,5069.380914
NZ_CP014945.1,prokaryote,0.000144928,2898.564087
NZ_CP014947.1,prokaryote,0.000114509,2290.185128
NZ_CP014948.1,prokaryote,5.08E-06,101.6183674
NZ_CP014949.1,prokaryote,4.85E-05,970.2557221
NZ_CP014950.1,prokaryote,2.89E-05,578.6478214
NZ_CP014951.1,prokaryote,1.05E-05,209.0054631
NZ_CP014952.1,prokaryote,8.93E-06,178.6087026
NZ_CP014953.1,prokaryote,9.15E-06,183.0461858
NZ_CP014954.1,prokaryote,9.55E-06,191.0336558
NZ_CP014955.1,prokaryote,8.97E-06,179.4961992
NZ_CP014956.1,prokaryote,8.34E-06,166.8493718
NZ_CP014957.1,prokaryote,8.60E-06,171.9524776
NZ_CP014958.1,prokaryote,1.19E-05,238.0709787
NZ_CP014959.1,prokaryote,7.18E-06,143.5525845
NZ_CP014960.1,prokaryote,9.07E-06,181.4930667
NZ_CP014961.1,prokaryote,1.49E-05,298.6426256
NZ_CP014963.1,prokaryote,9.56E-05,1911.445929
NZ_CP014965.1,prokaryote,1.68E-06,33.50299886
NZ_CP014967.1,prokaryote,3.19E-06,63.89975942
NZ_CP014969.1,prokaryote,3.19E-06,63.89975942
NZ_CP014971.2,prokaryote,1.63E-06,32.6155022
NZ_CP014975.1,prokaryote,2.78E-06,55.69041533
NZ_CP014977.1,prokaryote,1.56E-06,31.28425722
NZ_CP014979.2,prokaryote,2.85E-06,57.02166032
NZ_CP014981.1,prokaryote,1.56E-06,31.28425722
NZ_CP014982.2,prokaryote,2.46E-06,49.25606455
NZ_CP014983.1,prokaryote,1.72E-06,34.39049552
NZ_CP014984.1,prokaryote,1.80E-05,359.6580209
NZ_CP014985.1,prokaryote,2.85E-05,569.1072324
NZ_CP014989.1,prokaryote,2.37E-05,473.9232157
NZ_CP014990.1,prokaryote,2.01E-05,402.923483
NZ_CP014991.1,prokaryote,0.000110271,2205.429197
NZ_CP014994.1,prokaryote,4.73E-06,94.51839414
NZ_CP014996.1,prokaryote,5.71E-06,114.2651948
NZ_CP014998.1,prokaryote,3.27E-06,65.45287857
NZ_CP014999.1,prokaryote,6.82E-06,136.4526113
NZ_CP015001.1,prokaryote,6.08E-06,121.5870422
NZ_CP015002.1,prokaryote,7.14E-06,142.886962
NZ_CP015003.1,prokaryote,6.08E-06,121.5870422
NZ_CP015004.1,prokaryote,2.34E-05,468.8201099
NZ_CP015005.1,prokaryote,9.57E-05,1913.886544
NZ_CP015010.1,prokaryote,0.000123362,2467.240711
NZ_CP015012.1,prokaryote,2.68E-05,535.8261077
NZ_CP015016.1,prokaryote,4.06E-05,812.2813168
NZ_CP015017.1,prokaryote,4.06E-05,812.503191
NZ_CP015018.1,prokaryote,4.32E-05,864.4217455
NZ_CP015020.1,prokaryote,3.02E-06,60.34977279
NZ_CP015023.1,prokaryote,3.27E-06,65.45287857
NZ_CP015024.1,prokaryote,4.59E-06,91.85590417
NZ_CP015025.1,prokaryote,7.58E-06,151.5400545
NZ_CP015027.1,prokaryote,0.000103682,2073.635943
NZ_CP015033.1,prokaryote,8.04E-06,160.8587694
NZ_CP015034.1,prokaryote,5.99E-06,119.8120489
NZ_CP015035.1,prokaryote,4.96E-06,99.1777516
NZ_CP015036.1,prokaryote,2.55E-05,509.4230821
NZ_CP015037.1,prokaryote,3.31E-06,66.11850107
NZ_CP015039.1,prokaryote,7.42E-05,1483.894413
NZ_CP015062.1,prokaryote,5.69E-05,1137.770716
NZ_CP015064.1,prokaryote,6.14E-05,1228.295376
NZ_CP015066.2,prokaryote,5.59E-05,1117.580167
NZ_CP015067.2,prokaryote,5.25E-05,1050.796044
NZ_CP015068.2,prokaryote,5.44E-05,1088.292778
NZ_CP015069.1,prokaryote,4.42E-06,88.30591753
NZ_CP015074.2,prokaryote,3.90E-06,78.09970596
NZ_CP015076.1,prokaryote,3.39E-06,67.89349439
NZ_CP015079.1,prokaryote,2.45E-05,489.8981556
NZ_CP015080.1,prokaryote,8.67E-05,1734.390345
NZ_CP015081.1,prokaryote,3.92E-05,783.2158012
NZ_CP015082.1,prokaryote,4.39E-06,87.86216921
NZ_CP015085.1,prokaryote,3.81E-06,76.10283848
NZ_CP015088.1,prokaryote,2.22E-07,4.437483293
NZ_CP015093.1,prokaryote,5.58E-05,1116.470797
NZ_CP015098.1,prokaryote,6.40E-05,1279.104559
NZ_CP015099.1,prokaryote,7.32E-05,1464.147613
NZ_CP015100.1,prokaryote,2.02E-06,40.38109797
NZ_CP015101.1,prokaryote,4.06E-05,811.6156943
NZ_CP015102.1,prokaryote,5.17E-05,1033.046111
NZ_CP015103.1,prokaryote,4.98E-05,996.8806218
NZ_CP015104.1,prokaryote,5.48E-05,1095.170877
NZ_CP015105.1,prokaryote,4.88E-05,976.6900728
NZ_CP015106.1,prokaryote,3.93E-05,785.8782912
NZ_CP015107.1,prokaryote,0.000183701,3674.014293
NZ_CP015108.1,prokaryote,0.000126845,2536.909199
NZ_CP015109.1,prokaryote,0.000136319,2726.389735
NZ_CP015110.1,prokaryote,0.000150996,3019.929255
NZ_CP015113.1,prokaryote,8.24E-05,1647.637547
NZ_CP015114.1,prokaryote,9.73E-05,1946.502047
NZ_CP015115.1,prokaryote,1.16E-05,232.7459987
NZ_CP015117.1,prokaryote,4.40E-06,88.08404337
NZ_CP015118.1,prokaryote,3.40E-05,679.6005664
NZ_CP015120.1,prokaryote,6.80E-06,136.0088629
NZ_CP015121.1,prokaryote,3.04E-05,608.8227078
NZ_CP015124.1,prokaryote,6.71E-05,1341.229325
NZ_CP015125.1,prokaryote,0.000231847,4636.948167
NZ_CP015126.1,prokaryote,9.90E-06,197.9117549
NZ_CP015130.1,prokaryote,1.20E-05,240.5115945
NZ_CP015134.1,prokaryote,3.41E-06,68.11536855
NZ_CP015137.1,prokaryote,4.23E-05,846.0061898
NZ_CP015138.1,prokaryote,3.08E-06,61.68101778
NZ_CP015145.1,prokaryote,0.000134511,2690.224246
NZ_CP015149.1,prokaryote,8.19E-05,1638.76258
NZ_CP015150.1,prokaryote,4.34E-05,868.8592288
NZ_CP015157.1,prokaryote,2.16E-06,43.26546211
NZ_CP015159.1,prokaryote,4.38E-06,87.64029504
NZ_CP015164.1,prokaryote,4.25E-05,850.221799
NZ_CP015168.1,prokaryote,3.97E-05,794.975132
NZ_CP015172.1,prokaryote,0.000377253,7545.052843
NZ_CP015173.1,prokaryote,3.23E-06,64.56538192
NZ_CP015176.1,prokaryote,6.22E-05,1244.935938
NZ_CP015183.1,prokaryote,2.24E-06,44.81858126
NZ_CP015184.1,prokaryote,2.83E-06,56.57791199
NZ_CP015185.1,prokaryote,2.53E-06,50.58730954
NZ_CP015186.1,prokaryote,2.32E-06,46.37170041
NZ_CP015187.1,prokaryote,2.94E-06,58.79665363
NZ_CP015188.1,prokaryote,2.39E-06,47.7029454
NZ_CP015189.1,prokaryote,2.57E-06,51.4748062
NZ_CP015190.1,prokaryote,2.52E-06,50.36543538
NZ_CP015191.1,prokaryote,2.93E-06,58.57477947
NZ_CP015192.1,prokaryote,2.35E-06,47.03732291
NZ_CP015193.1,prokaryote,6.29E-05,1257.582765
NZ_CP015196.1,prokaryote,0.000158385,3167.697449
NZ_CP015199.1,prokaryote,0.000435739,8714.773439
NZ_CP015202.1,prokaryote,4.17E-05,834.4687333
NZ_CP015206.1,prokaryote,4.96E-05,992.4431385
NZ_CP015207.1,prokaryote,0.000133879,2677.577419
NZ_CP015208.1,prokaryote,3.68E-05,736.8441008
NZ_CP015209.1,prokaryote,1.20E-05,240.9553428
NZ_CP015210.1,prokaryote,1.34E-05,267.8021167
NZ_CP015211.1,prokaryote,4.43E-06,88.5277917
NZ_CP015217.1,prokaryote,0.000239624,4792.481957
NZ_CP015218.1,prokaryote,2.97E-05,594.6227613
NZ_CP015219.1,prokaryote,3.31E-05,661.628759
NZ_CP015220.1,prokaryote,3.98E-05,796.0845028
NZ_CP015222.1,prokaryote,1.58E-05,315.5050621
NZ_CP015224.1,prokaryote,0.000101918,2038.357951
NZ_CP015226.1,prokaryote,0.000140857,2817.136269
NZ_CP015227.1,prokaryote,5.16E-05,1031.93674
NZ_CP015228.1,prokaryote,7.65E-06,153.0931736
NZ_CP015229.1,prokaryote,2.58E-05,516.9668037
NZ_CP015230.1,prokaryote,6.32E-05,1264.904613
NZ_CP015235.1,prokaryote,4.57E-05,914.1215584
NZ_CP015238.2,prokaryote,1.23E-05,246.7240711
NZ_CP015240.1,prokaryote,5.39E-06,107.830844
NZ_CP015241.1,prokaryote,8.97E-06,179.4961992
NZ_CP015243.1,prokaryote,4.89E-05,978.6869403
NZ_CP015244.1,prokaryote,5.08E-06,101.6183674
NZ_CP015247.1,prokaryote,4.86E-05,972.0307154
NZ_CP015249.1,prokaryote,4.06E-05,811.6156943
NZ_CP015250.1,prokaryote,6.76E-05,1352.988656
NZ_CP015267.1,prokaryote,1.04E-05,208.7835889
NZ_CP015272.1,prokaryote,9.06E-06,181.2711925
NZ_CP015278.1,prokaryote,7.99E-06,159.7493986
NZ_CP015282.1,prokaryote,5.96E-05,1191.020516
NZ_CP015283.1,prokaryote,5.64E-05,1127.342631
NZ_CP015285.1,prokaryote,4.49E-05,898.812241
NZ_CP015287.1,prokaryote,1.28E-05,255.8209119
NZ_CP015288.1,prokaryote,4.09E-06,81.87156676
NZ_CP015294.1,prokaryote,3.06E-06,61.23726945
NZ_CP015296.1,prokaryote,3.12E-06,62.34664027
NZ_CP015298.1,prokaryote,3.38E-06,67.67162022
NZ_CP015300.1,prokaryote,3.10E-06,61.90289194
NZ_CP015302.1,prokaryote,3.72E-06,74.32784516
NZ_CP015304.1,prokaryote,7.61E-06,152.205677
NZ_CP015306.1,prokaryote,3.06E-06,61.23726945
NZ_CP015308.1,prokaryote,9.71E-06,194.1398941
NZ_CP015309.1,prokaryote,2.07E-06,41.49046879
NZ_CP015317.1,prokaryote,0.000209993,4199.856063
NZ_CP015318.1,prokaryote,0.000109118,2182.354284
NZ_CP015338.1,prokaryote,2.25E-05,449.2951834
NZ_CP015342.1,prokaryote,1.40E-05,280.4489441
NZ_CP015343.1,prokaryote,1.34E-05,267.8021167
NZ_CP015344.1,prokaryote,1.50E-05,299.5301223
NZ_CP015345.1,prokaryote,4.59E-05,917.671545
NZ_CP015346.1,prokaryote,4.93E-05,986.4525361
NZ_CP015347.1,prokaryote,3.41E-05,681.5974338
NZ_CP015348.1,prokaryote,0.0002553,5105.990151
NZ_CP015349.1,prokaryote,0.000118703,2374.053562
NZ_CP015350.1,prokaryote,8.57E-05,1714.42167
NZ_CP015362.1,prokaryote,3.16E-05,631.6757468
NZ_CP015363.1,prokaryote,0.00013906,2781.192654
NZ_CP015364.1,prokaryote,2.05E-05,409.3578338
NZ_CP015367.1,prokaryote,5.33E-05,1066.327235
NZ_CP015371.1,prokaryote,6.35E-05,1269.342096
NZ_CP015375.1,prokaryote,2.18E-05,435.0952369
NZ_CP015376.1,prokaryote,8.14E-05,1627.225124
NZ_CP015377.1,prokaryote,1.75E-05,350.5611802
NZ_CP015378.1,prokaryote,0.000259626,5192.521076
NZ_CP015379.1,prokaryote,0.000132525,2650.508771
NZ_CP015381.1,prokaryote,7.49E-05,1497.206863
NZ_CP015382.1,prokaryote,4.49E-06,89.85903669
NZ_CP015385.1,prokaryote,2.84E-06,56.79978615
NZ_CP015392.1,prokaryote,2.13E-06,42.59983961
NZ_CP015398.1,prokaryote,3.25E-05,649.2038058
NZ_CP015399.2,prokaryote,0.000990169,19803.37857
NZ_CP015400.2,prokaryote,0.000326832,6536.634765
NZ_CP015401.2,prokaryote,0.085132684,1702653.687
NZ_CP015402.2,prokaryote,0.000803839,16076.7801
NZ_CP015403.2,prokaryote,0.000299353,5987.052459
NZ_CP015404.2,prokaryote,0.000412242,8244.843959
NZ_CP015405.2,prokaryote,0.001027655,20553.09137
NZ_CP015406.2,prokaryote,0.000828622,16572.44698
NZ_CP015407.2,prokaryote,3.32E-05,664.291249
NZ_CP015408.2,prokaryote,8.88E-05,1776.768311
NZ_CP015409.2,prokaryote,0.00146803,29360.60821
NZ_CP015410.2,prokaryote,7.49E-05,1498.316234
NZ_CP015411.1,prokaryote,9.84E-05,1968.245715
NZ_CP015412.1,prokaryote,2.69E-05,538.932346
NZ_CP015413.1,prokaryote,9.69E-05,1938.514577
NZ_CP015414.1,prokaryote,2.64E-05,527.3948894
NZ_CP015415.1,prokaryote,9.55E-05,1909.892809
NZ_CP015416.1,prokaryote,2.67E-05,534.7167368
NZ_CP015418.1,prokaryote,2.83E-05,566.6666165
NZ_CP015421.1,prokaryote,2.84E-05,567.1103649
NZ_CP015423.1,prokaryote,0.000169423,3388.462243
NZ_CP015424.1,prokaryote,1.45E-05,290.6551557
NZ_CP015425.1,prokaryote,2.39E-05,477.2513282
NZ_CP015426.1,prokaryote,1.52E-05,303.5238573
NZ_CP015427.1,prokaryote,1.49E-05,298.6426256
NZ_CP015428.1,prokaryote,1.40E-05,279.1176991
