NCBI accession number,name of host,genus,family,order,class,phylum,domain
AUUB01,Terrisporobacter glycolicus ATCC 14880 = DSM 1288,Terrisporobacter,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NC_023018.1,Pandoraea sp. RB-44,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AXZC01,Thiomicrospira chilensis DSM 12352,Thiomicrospira,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
AQXD01,Wohlfahrtiimonas chitiniclastica DSM 18708,Wohlfahrtiimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AZNZ01,Pseudoxanthomonas sp. J31,Pseudoxanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUCO01,Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
ATCP01,Pseudomonas alcaligenes OT 69,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BAUC01,Edwardsiella hoshinae NBRC 105699 = ATCC 33379,Edwardsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM002139.1,Xanthomonas cassavae CFBP 4642,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGY01,Paenibacillus alginolyticus DSM 5050 = NBRC 15375,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUHH01,Granulicoccus phenolivorans DSM 17626,Granulicoccus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
APPQ01,Acinetobacter schindleri CIP 107287,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM001841.1,Dickeya dianthicola NCPPB 453,Dickeya,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM001857.1,Dickeya paradisiaca NCPPB 2511,Dickeya,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CM001859.1,Dickeya solani IPO 2222,Dickeya,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AUII01,Pseudonocardia asaccharolytica DSM 44247 = NBRC 16224,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
ATZH01,Bacteroides pyogenes DSM 20611 = JCM 6294,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AUNN02,Pelomonas sp. JGI 001013-K11,Pelomonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
ATZI01,Bacteroides graminisolvens DSM 19988 = JCM 15093,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
AXVZ01,Rhizobacter sp. JGI 0001009-E21,Rhizobacter,,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
ATBO01,Desulfuromonas sp. TF,Desulfuromonas,Desulfuromonadaceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,Bacteria
AVNC01,[Clostridium] bifermentans ATCC 638,Peptoclostridium,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AOFT01,Bhargavaea cecembensis DSE10,Bhargavaea,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
ASSY01,Enterorhabdus caecimuris B7,Enterorhabdus,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria
ASTA01,Anaerotruncus sp. G3(2012),Anaerotruncus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
ASTB01,Firmicutes bacterium M10-2,,,,,Firmicutes,Bacteria
AUNW02,candidate division TM7 bacterium JGI 0001002-L20,,,,,Candidatus Saccharibacteria,Bacteria
AUNO01,Chitinophaga sp. JGI 0001002-D04,Chitinophaga,Chitinophagaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
AUNT02,Massilia sp. JGI 0001003-B08,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AUAV01,Glaciecola pallidula DSM 14239 = ACAM 615,Glaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NC_021237.1,Pseudomonas protegens CHA0,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AYLG01,Marinimicrobia bacterium JGI 0000113-D11,,,,,Marinimicrobia,Bacteria
NC_021499.1,Pseudomonas resinovorans NBRC 106553,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUDD01,Propionibacterium jensenii DSM 20535,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AUIQ01,Tetragenococcus muriaticus DSM 15685,Tetragenococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AVAO01,Wheat blue dwarf phytoplasma,Candidatus Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria
NC_020515.1,Bibersteinia trehalosi USDA-ARS-USMARC-192,Bibersteinia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
ATZZ01,Chitinimonas koreensis DSM 17726,Chitinimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AUAA01,Epilithonimonas tenax DSM 16811,Epilithonimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUAC01,Hellea balneolensis DSM 19091,Hellea,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUAF01,Zooshikella ganghwensis DSM 15267,Zooshikella,Hahellaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AORX01,Streptococcus tigurinus 1366,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AYEU01,Acinetobacter brisouii CIP 110357,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AYET01,Acinetobacter indicus CIP 110367,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AWXP01,Proteus hauseri ZMd44,Proteus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AUHZ01,Propionibacterium thoenii DSM 20276,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AUFZ01,Vibrio litoralis DSM 17657,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGQ01,Microbacterium gubbeenense DSM 15944,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AUEF01,Jeotgalicoccus psychrophilus DSM 19085,Jeotgalicoccus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AYSH01,Vagococcus lutrae LBD1,Vagococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUAO01,Brevundimonas aveniformis DSM 17977,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUAP01,Conchiformibius kuhniae DSM 17694,Conchiformibius,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AUAQ01,Corynebacterium freiburgense DSM 45254,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AUAS01,Dyadobacter alkalitolerans DSM 23607,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUAX01,Hamadaea tsunoensis DSM 44101,Hamadaea,Micromonosporaceae,Micromonosporales,Actinobacteria,Actinobacteria,Bacteria
AUAZ01,Marinobacterium litorale DSM 23545,Marinobacterium,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUBA01,Novosphingobium acidiphilum DSM 19966,Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
AUBB01,Pseudonocardia spinosispora DSM 44797,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
AUBD01,Silanimonas lenta DSM 16282,Silanimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUBE01,Streptomyces flavidovirens DSM 40150,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
AUBF01,Actinomyces suimastitidis DSM 15538,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria
AUBG01,Aequorivita capsosiphonis DSM 23843,Aequorivita,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUBH01,Aestuariibacter salexigens DSM 15300,Aestuariibacter,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUBI01,Acetobacter nitrogenifigens DSM 23921 = LMG 23498,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUBJ01,Actinoalloteichus cyanogriseus DSM 43889,Actinoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
AUBL01,Actinomyces dentalis DSM 19115,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria
NC_022444.1,Desulfovibrio gigas DSM 1382 = ATCC 19364,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
AUBP01,Desulfovibrio inopinatus DSM 10711,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
AUBR01,Desulfovirgula thermocuniculi DSM 16036,Desulfovirgula,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
AUBS01,Donghicola xiamenensis DSM 18339,Donghicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUBV01,Algoriphagus mannitolivorans DSM 15301,Algoriphagus,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUBW01,Algoriphagus terrigena DSM 22685,Algoriphagus,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUBX01,Algoriphagus vanfongensis DSM 17529,Algoriphagus,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUBY01,Aliagarivorans marinus DSM 23064,Aliagarivorans,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUBZ01,Aliagarivorans taiwanensis DSM 22990,Aliagarivorans,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUCA01,Alicyclobacillus contaminans DSM 17975,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AWSI01,Alloscardovia omnicolens F0580,Alloscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
AXXR01,Atopobium fossor DSM 15642,Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria
AUCD01,Atopococcus tabaci DSM 17538,Atopococcus,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUCF01,Azospirillum halopraeferens DSM 3675,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUCG01,Niveispirillum irakense DSM 11586,Niveispirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUCI01,Bacillus aidingensis DSM 18341,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUCJ01,Bacillus aurantiacus DSM 18675,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUCK01,Bacillus chagannorensis DSM 18086,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUCB01,Arenibacter certesii DSM 19833,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUCM01,Gemmobacter nectariphilus DSM 15620,Gemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUCN01,Chitinibacter tainanensis DSM 15459,Chitinibacter,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AUCP01,Cohnella thermotolerans DSM 17683,Cohnella,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUCQ01,Comamonas composti DSM 21721,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AUCR01,Cucumibacter marinus DSM 18995,Cucumibacter,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AUCT01,Desulfatibacillum aliphaticivorans DSM 15576,Desulfatibacillum,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCU01,Desulfatirhabdium butyrativorans DSM 18734,Desulfatirhabdium,Desulfobacteraceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCV01,Desulfobulbus japonicus DSM 18378,Desulfobulbus,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCW01,Desulfobulbus mediterraneus DSM 13871,Desulfobulbus,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCX01,Desulfovibrio bastinii DSM 16055,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCY01,Desulfovibrio cuneatus DSM 11391,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
AUCZ01,Flavobacterium suncheonense GH29-5 = DSM 17707,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUMD01,Flexibacter elegans DSM 3317,Flexibacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUGI01,Flexibacter roseolus DSM 9546,Flexibacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUGK01,Enterorhabdus mucosicola DSM 19490,Enterorhabdus,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinobacteria,Bacteria
AUGL01,Ferrimonas futtsuensis DSM 18154,Ferrimonas,Ferrimonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGM01,Ferrimonas senticii DSM 18821,Ferrimonas,Ferrimonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGN01,Flavobacterium gelidilacus DSM 15343,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUGO01,Flavobacterium soli DSM 19725,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUGP01,Flavobacterium subsaxonicum WB 4.1-42 = DSM 21790,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUGR01,Neptunomonas japonica DSM 18939,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGS01,Nesiotobacter exalbescens DSM 16456,Nesiotobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUGT01,Nocardioides halotolerans DSM 19273,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AUGV01,Oceanobacter kriegii DSM 6294,Oceanobacter,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGW01,Oceanospirillum maris DSM 6286,Oceanospirillum,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUGX01,Ottowia thiooxydans DSM 14619,Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AUGZ01,Paludibacterium yongneupense DSM 18731,Paludibacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
AUHA01,Pedobacter oryzae DSM 19973,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
AUHB01,Pleomorphomonas oryzae DSM 16300,Pleomorphomonas,Methylocystaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AUHC01,Porphyrobacter cryptus DSM 12079,Porphyrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
AUHD01,Gelidibacter mesophilus DSM 14095,Gelidibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUHE01,Gordonia shandongensis DSM 45094,Gordonia,Gordoniaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
AUHF01,Gramella portivictoriae DSM 23547,Gramella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUHG01,Gramella echinicola DSM 19838,Gramella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUHI01,Halalkalibacillus halophilus DSM 18494,Halalkalibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUHJ01,Haliea salexigens DSM 19537,Haliea,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUHK01,Helcococcus sueciensis DSM 17243,Helcococcus,Peptoniphilaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AUHL01,Idiomarina sediminum DSM 21906,Idiomarina,Idiomarinaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUHM01,Inquilinus limosus DSM 16000,Inquilinus,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUHU01,Marinimicrobium agarilyticum DSM 16975,Marinimicrobium,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUHV01,Maritalea myrionectae DSM 19524,Maritalea,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AUHX01,Mesonia mobilis DSM 19841,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUHY01,Meiothermus rufus DSM 22234,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
AUIA01,Propionicicella superfundia DSM 22317,Propionicicella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
AUIC01,Pseudoclavibacter soli DSM 23366,Pseudoclavibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AUIF01,Runella zeae DSM 19591,Runella,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
AUIG01,Salinimicrobium xinjiangense DSM 19287,Salinimicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUIH01,Saccharospirillum impatiens DSM 12546,Saccharospirillum,Saccharospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUIJ01,Sediminimonas qiaohouensis DSM 21189,Sediminimonas,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUIK01,Solirubrobacter soli DSM 22325,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Bacteria
AUIM01,Stappia stellulata DSM 5886,Stappia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
AUIN01,Streptococcus devriesei DSM 19639,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
ATVP01,Streptococcus hyovaginalis DSM 12219,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUIO01,Streptococcus plurextorum DSM 22810,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUIP01,Streptococcus porci DSM 23759,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUIR01,Thalassobaculum salexigens DSM 19539,Thalassobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
AUIS01,Thermithiobacillus tepidarius DSM 3134,Thermithiobacillus,Thermithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Proteobacteria,Bacteria
AUIT01,Thermodesulfobacterium hveragerdense DSM 12571,Thermodesulfobacterium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
AUIU01,Thermodesulfovibrio thiophilus DSM 17215,Thermodesulfovibrio,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,Bacteria
AUIV01,Thermomonas fusca DSM 15424,Thermomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AUIW01,Thermus antranikianii DSM 12462,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria
AUJY01,Butyrivibrio hungatei NK4A153,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AUIX01,Butyrivibrio sp. VCD2006,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AUHN01,Jonesia quinghaiensis DSM 15701,Jonesia,Jonesiaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AUHO01,Kaistia adipata DSM 17808,Kaistia,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
AUHP01,Lactobacillus ceti DSM 22408,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AUHS01,Legionella moravica DSM 19234,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
AUJB01,Pseudobutyrivibrio ruminis CF1b,Pseudobutyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
BAUG01,Tenacibaculum maritimum NBRC 15946,Tenacibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUJG01,Lachnospira multipara ATCC 19207,Lachnospira,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AUKI01,Salinimicrobium terrae DSM 17865,Salinimicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUKK01,Glomeribacter sp. 1016415,Candidatus Glomeribacter,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
AUEN01,Lysobacter sp. URHA0019,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
ATXD01,[Clostridium] methoxybenzovorans SR3,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
AQZQ01,Ensifer sp. BR816,Ensifer,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
APBN01,Brevibacillus borstelensis AK1,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUDQ01,Sporosarcina ureae DSM 2281,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AUKX01,Arenibacter latericius DSM 15913,Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AUKZ01,Streptococcus castoreus DSM 17536,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NC_020209.1,Pseudomonas poae RE*1-1-14,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
AXWW01,Actinokineospora inagensis DSM 44258,Actinokineospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
AULB01,Actinomadura rifamycini DSM 43936,Actinomadura,Thermomonosporaceae,Streptosporangiales,Actinobacteria,Actinobacteria,Bacteria
AULC01,Aerococcus urinaeequi DSM 20341,Aerococcus,Aerococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
AULD01,Agrococcus lahaulensis DSM 17612,Agrococcus,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
AULE01,Paenibacillus taiwanensis DSM 18679,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
AULF01,Pedobacter glucosidilyticus DSM 23534,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
